NU_INSCRICAO,NU_NOTA_MT
6be58e40bbd01a8ac4d505fbd0365dd83af28e95,476.372
f97828327a4314a4678a907d32d289e43235a80f,-17.858
46ef075a91ce3096159d24ef137e502955a2e92a,436.796
525cdb6a9a5f67818cf00847195ba88f8fe91978,0.243
0fd2ebb2cba41467a2f1f064879e27c14671db11,445.467
1a4a64788e42e62aebaf976e118e4312f271be20,549.994
53c0a7d0d86fd533212fc581cf32c5cccadc294a,-1.322
176bc8dd43cac4ba6a6d6a02ffdff69f551753ea,494.413
fb888df8e882e6c0d8422fbd16748fe087fba56a,74.192
6c508375be3ebcb0b6c52551760aebf3b08eeb9a,503.858
268cf78cf0732bf2305b70f7e0d213f9d4426fb9,6.252
d920d310fa85f5d607cddd3f366d1fb4901372da,474.714
362d6b57494e38fdb9d8081c65fcf4c95e1d1bd7,484.179
15eee3ac96dc71dc59f1b5347631950a6c8fd4cd,-9.529
ba01e15e5a2f24d0dd9b724618655a329ad61213,476.288
dbeac2f05498472ec708163898309999efef03f2,385.018
31782322f561ad5f596f6ae148c8204fad23705f,0.939
bfd9561d59f723b856dbcc1ce674e11bba238a99,-7.181
f9e9ba7cde4ffc2fe5abfac27bd6d9cb5111ba88,556.426
8b8e4fa6082f26f5676d2a45314fc89dcdad7076,488.911
825b9a5eb0d8725082051b41e082aed01dc9be7e,396.583
67d77c90ad21e26bfc94677547f6910b01dc1d32,417.875
5f6469e64a6bbc1d2ec35b37e18cb0a1f770776b,-12.799
74271d115ce6ed32aa2aa834385200a606c62bce,366.374
6efd349903f7b391b6f920cc76de7b507258a8c9,402.394
e85ffa10d21d03b9b4e925b5808dde341be4a62e,-1.133
c0934de7b64b1ea909ce77c97580606e18936874,605.602
f81906feca10f1eeb5153e9f662a06040dc795c9,539.976
18aa57fa1865b2c449bcd32f44cec2cfd4d3fb53,420.644
2ad02e38865830766bb87531dcb154852364eb39,555.166
e2a2e25e4621145f30dd816bb0524080d0d0fe6e,1.664
f986cc713f62755c8e4e47a388f9775fe2f46b40,445.254
143481c553f2f07d71a7b02d4364cf716eb213c3,535.061
7c2c0ca131808098924fa3305efe67029c95e527,515.937
862074b9b6dcb5e90476279725b9d0aa991f1e86,392.248
a5873b09206a34e65ff84c5d12d27998701220b4,436.16
cc57d8d2de26ada1e07617bd66f8fd3f61f8b1ba,424.51
cd532929efcd6be773ba62fc83c631a77eb24e94,646.911
64a70bc39c408304ecb8e572765315a3896ff833,483.582
5573caf7f47589820461e64565f85c11bf9f122b,457.483
3d53dc66f180761ba5e2d28a300c8ef057d9ea7c,574.171
e7f989fad23aa525007003e7d1382ae56c9947f5,486.08
44b8f6f734d554fec0da2e60da8d27868798c802,474.769
ae0ce3518210a23804d30a83c92f5c2da6fe1382,-8.131
34d6082a74330b3f5bc565fc573674afaa03f661,732.901
d25c087f96c3997d6328b953d4a710d27ef5838a,456.909
0e916480daf872f3cfd63c9decda513616804b6a,-16.339
0aaabaee1a7130f1a6522f42e2cef0aaa3aa868c,-3.657
1fc2ba4ee56a9fbd8fe1aaebbd17687e789e56ba,499.08
e447d3f2d58677fd267d7a03f501ef642a1d4e06,405.974
fbe1950b1a096572f21ea11345473fefcba6c84c,430.913
e4dd5ac3ce6b422fba0210f939d5a23dbe4abd4d,10.212
c2254381cb8e8019e54099ee35eeb5fe7216f9a0,464.507
e34e38ff42f2e49861b2ba1efdf8c5f107f05fb3,-10.54
48bb95f95bf1597bd67366fb50610ada3df98863,453.25
51ae593280f360e68b5400abcbb0d37f1ecade71,716.345
beda1ea661a72dd2f6014bc2103b0e3fdbf9cc12,0.492
d306f972ccb66cdd4b336af47af14e1bf8240cec,6.957
8a1a696322f3f7e0861982fbca06cdbb039832d9,11.11
6058199e6bda1e0af51a1186b65ff76d4fe4035c,541.735
9ce7d4b53bf2eb3cad027dafeb62d9de6632a2c3,430.436
31a4df5d818242efa0d50309c9bd5e503d3811fe,444.427
89c71043264315c4e0eea0f8775363a12dc82061,403.73
81d76646552b14b85adb5d258e5a135fd7ddb86a,467.332
33de6b4f2bd10a91eb624b8d76424b8264d29a8d,-10.386
b63eff83ebc02e1bc7a73477edda3b76a05571b6,4.49
c4a3b96cff4393b06246604527f1a558ad8b66b3,533.87
dc284de80ad0db4a78bee253f995f0920e340cfa,-13.037
45eab0d008b4971810ca4b2d7b735916d9991a9a,609.553
982fd0566d5924b506fe1477fda3513984c4c702,567.989
071406b9fa1692facfb35f7a9ce5106eae4ef6d1,503.141
4edfc1f4a0e7eb1d527d38c7bb3d3dddf6236042,434.696
dd6b231790b9a80f5d1d6ee8aa5796249f008d50,-10.396
8cadd025151167286941b7d4f113e0335e046bbb,565.154
412696b14eed4da0a81260862fbe1855d8fc75a1,11.217
6629196865947bb489338e3fa1c9f0e56614ee72,492.607
b11e9bf8d068464d8d1ecef81cad5c24a3dd1d44,384.751
bff7d200b32aa005540af908fb325a46ca9bb742,411.758
22a2734a900eec40dd32ef379894cfafe40c63c6,13.884
edfe4f7961749b29d0bcb06933f1a8710846e116,-28.979
5d42040f9935aff1dabc32c4f5a578148138e1af,419.851
bd01964e27b0e530ca458b382b07493aeb48a2ef,436.94
6588cdc7aef843b1775104bc38017bb3f808c7bc,445.752
8f355ce069b6da0b9a1f6890136dc7d7e1b00c44,590.595
1d705b7b461dfd626645d5df319ab733c1c1ca73,477.376
106b58912414f794e754883865bf6e4cf68adfbc,479.559
308f5a51e95317261a7d66fa83feaf3504542cbe,-58.868
973c923e39db780e329a64c6049dc85d9be17978,418.77
19dd82f8d74cf3f076d24e9985dae14d95a9318a,4.521
0f5367ce6b0a0245b9a7d75b6e2321a092f2596c,436.188
7f9879b40a268318e2a969e73156aa9df7a48c13,528.918
3060b85e8d3e20b11f4391e64c6f916cede388c5,-11.297
866d7784ed1380003929da44f965aef9339702f9,569.49
1b360e9099f37b95fd6fcf5fbcae9040dd2ec08c,468.703
032ef02de121b7ab5f2ee4ffab719f464050f862,2.234
68040110ffe6ecacbbff5e21086c8c416132a22c,-3.725
f66562b958e6349449b87fea0a01fab214f6ec8b,362.89
beefc7a89a2d9882e5983d80e356f8b7c23994f7,501.254
82d7709a8445664e93038482fbfee478e8a40273,510.703
e3929d32c498f8e45ae326017cf7c60308880d94,579.775
9da35674034a0a1373298436fdfb2f1d840a6da2,443.358
6d980e58439452168c46e569c5671e7820d0800b,13.299
0c48aad5141a6d61b2669d5c06360ecb9e8cba72,417.935
2f8e05c2d702db25093589b14295ab88abf009e0,10.86
407861b22074fd4b864404e8ef0942947c9ec7d7,0.175
d426e04457c4fc8b4068a7da6805a7ab8e07224d,452.196
70aa6679bdb9627324f6626534a7709cdcbdb0f8,15.19
f5c04dc290d6706af8214800e25be19129dc9f7b,444.155
cd20ace0b8fb57cecb028764042f1c7851d39507,424.133
eb5f0ef501357740c2ac626bf1ce233475aa47af,481.605
0c64cd60003cdf47cf40d2f0ecd0a858eda864bf,-5.145
383f9cdf1c3d46a2cd312345792cf74f15e4b746,553.487
c31fd3dfea200ab6d0b9c0cebad46b71a75bd0f8,28.086
fe23ba819708fa369addcf9e6dcc7657cab3a96a,458.177
ff9b660a4b5cec9244456ee346b17eaa0e891c5c,613.429
c4e415962974bee4963519523194e05c3638dd39,24.366
d50835b7ccba559c85daac789b52a4dd31e98eb9,-22.783
b0e8139fa43e8c764878dcd69f3548d74353d838,464.557
e023d054a9a69d221946660afd3b8cabfcd05230,4.169
9284a89fdbdd88fe9877dad42e9984e7e2484e20,495.14
f4c4cee74ce9ede036564ef9b80aba39c768e126,390.823
b1b16d232ac65293996ef45fcac75a0fca3e7325,33.993
b8fb9eb73a9f599896d49678bdab39e07479b2ba,410.647
c04b0546f83b9eb90d11ca7597181b9ef956a80a,4.165
bee771ff249f080561ad1b67c3a0050a3ab89b32,480.035
b1cb99c8b63b442384c0af490ca27366e5a91489,-2.734
809ec35d37a181001a42e6340709505e78a2c577,430.676
67da0b704f0c6cc6037509ab516aaaf58fd950b0,474.001
53a43fbdde0c7189e80b0eb49689cc0c076a78a4,442.263
4617bca8992d06315c5592eb69d2493ac7ddf543,-17.647
60290f6053f0e9a625bc9d2f699ca507e8985292,411.392
1ac7d9f17dad3ee282009fcb7fd7d2f01e2d37e7,460.773
89d16717c0a898a0955477e778e309036aa6e584,-5.659
151d112bc6f05c1069b4b743f73f92a08826741e,-3.298
a90416a3b247048aaff99c5f2f88a45e2dc20046,3.458
4dff8608a5941c894c2f71aae910da722b5b2b2d,417.812
67833093fd0fde740199378acf55c33de750736f,468.767
23c6b7ea47102c0ba28ac805a03304d515494ecd,513.348
685dca4c01dd7f08db01bc8225f58e9fe0d2a4e8,21.356
1cd22b8d1afa3cb766a863c1bd25c5f2e724fd17,440.725
68b155dada9a40aafaaa7714e063a432dd8275d6,394.044
bd21086734939a7c2bc239854d12d7b8b2009fd6,-14.238
4b324a03dd0297c66f2f390ab58e6c3c3b6fae16,624.649
04df4468d9913083f7984969a8b2892f210b4193,425.534
cc2a0d12abf9b0917d668bec85e91fafddac7c45,514.633
3c5e07f1980f7cd16cd801e5f1b4f02825274201,6.158
e9b1849607e9d8ab47b7fc39be369805313dda59,384.501
f4908c99ff49fb68410ac0d479e7def865dbff16,-12.157
4fd6d0176a158a7e6c0e74ab3b5559ffad569413,-15.162
8919315667eed33ef7df11b0dcfc40d6d69163b8,-6.264
0adec45c06749fe632ed2304c345b14418d15871,-3.749
95a22a438d6ae5aae37830d6a7fc74e75fc981af,456.232
27584421ac81833fb4ccf564a6fcdd4ac2b698be,545.673
e720fd525ae844a709b93fdb28f7914c48d8160d,516.536
24fa503c4c1225e71a37fe92b354c626e099cbb6,607.455
6af857c10637e8e60ee8723080d306cf45181a2f,613.396
4c8cc2e4ccbeb7ebe304ef51a89d671063a12b43,-11.948
32901dff0d1bb61b99d0a34d55ef3c5c6b7bc30e,443.488
fe61cad7894d78b02178a3eb5ec99ffdb5351160,12.733
b47ef6a5c4acfbd675d3b3946bc23a9749703fdd,10.092
ddb9f7681e4b80dfff9ee296444d1294f55dd13c,441.508
3a9507cc35b592af5172dd8ebb28cc89827e3f68,413.923
132375a118767bda43cef7d17fb9ee7e3910fda6,-12.712
551f1885fa0f60bb05f612a39cafe53130ac961e,407.929
399626499b7dfe518b8a4a57b801dae132f325db,-19.033
cc3750ac71c85cc688659b3eb20dc112738eb623,662.973
04239f2bf72cdc7e72a1c7a90711df6fc5f26da5,435.711
9c87e30e40e82eba487a7fb0b594eb881db74389,390.714
dfa9e94c4a431aff8ee89b047cc66d0c7e44988b,-2.217
eb13a10d11465081642b5ae93ad1867dcd2d3b1e,446.272
f3931aca05bc6c99fe0c03619fc54098c0c515ef,7.282
16f6526457cc7d849c2a9829efa0e021c78353f0,481.812
74b0cbfbe74747c9780b564db3e624d3c19878a2,416.876
fc67a6d22a9d1beadaf42cd714789d5749800b19,424.644
d0c7acbad13d292e637f23633da232e29186e20c,463.058
b921a4ac834cc1109c06e7c1de9439c0daf16e06,517.391
e31ee5529458da77ca3239ca06f64465e737e454,428.925
7ca31b15ef53fe8e730b6e8ee804a78d8f823b4d,-1.224
5c3b77931dd97f17e14c3bbf205173d36f09c6f0,464.765
07b1e3e8c1f33a4b6095ba6b1d17a147082a388f,532.886
b095a86f58a41adaf4197caac4b38de0a96a4058,-4.875
05a25962f9f30d8544842ec3d79244e99d11017b,592.279
458f801c533d802e3655e9bbced52ee22826f197,450.896
03e6a7ed0af5b24ea57bb1bb6f37b17047637356,435.346
293ffd1359a352518d31928214161b644128851e,537.525
95068b8d72613d8b51b22243060dd50a498e4dbf,513.452
ab27d902b2db2bcaf5392dbc510e7e2e361d0e0d,384.004
bf222e2161bef0e4bbbdd1e6afd8850d926aeea4,463.909
758e005c28f680380e79d7935f29ce42c3b49dfe,522.106
881348d182c96239cf7f78a13cefa5adb47fb752,-12.552
e3fa80e14d38fffa4d278d65edd2c32b24019a9d,489.401
88bf2ee39f502979c06148c8ed9ad29b2df033a0,-12.281
52a23c1eb5ea201859a91a6cb70114032878f7da,409.279
b9f5a1dead337185a7e8d1ed7b23e66bb1ef527a,552.115
7361dcd9f215eaa06f5ebb15438e19a7113cee0a,-15.038
6dccb96a95dd55aeed519fcfaf84d26493df68fe,-1.565
ec12ea01cda3dcf0c6271ea7140c656f4774264b,437.743
14c81f8ccbbef0ae638bcdbea9f0f81cb92d3588,540.676
c62671ce23840752f47d376866a2f2e0bb5a8248,2.795
131010225a14ea18fa1748a59efd6413fc0eb338,465.536
a2b095e8fed2a3edb2a751b5e1e71336757e278d,490.324
766e70bac5c7e88381749ba3f140e03132b0858e,399.038
92f75ecf86b6e027c977162cc4297db8d280b2be,476.028
a2b2a641336472d368c2c4b2253e9455fd58d688,-20.609
a3af6be26868494212d438ddc80ba11e55d7261c,534.754
a9442d2d488ad2b163e4b3b0904c5199ce2e6547,13.04
822f4e8f415d032b8f75c14aabc5dda8f2c9b352,-3.715
defb13732108dd8d257e70b84e439d9020576209,491.657
44da0e8cd06e7ef15f8276bdf5a7ddd2af3c2bf4,24.202
8120c2970d5087725caa5d3d87fcfb24155d181b,386.747
b12028d5f6ded3e6efdc8a3ab0a397ea5b6973ce,547.086
95ced045710caddbab17dd0552eed9f15d76b4b8,607.164
629fba23b8937cd3f4ae214255cc9b01b601dc9d,64.944
17cafdecd37633480065ba97838ed940156e0a07,499.893
6c0dfc8194ddb5a42d67afaa87a147a3d8fd0280,6.237
39342260b5d0b77e66491fa443ba490d843c00f9,-15.201
95dbcd144e591c2694acc9bc942726784469d0f8,19.003
5f553236d725160fdbff443604199b293f1f44ce,497.653
869b7dfefe247dfa859db744c33c2678411dd945,512.246
4f718d14fd2f4506b47f244ff6ba9989cf256207,22.081
c910640a6e6c25b259dfcc4990f2899245e988ca,417.574
c9210ff822feac437edffb18dda200a8f3ea1a59,478.001
e18348afecf00cc3d88f3ba48351ce1843f220a0,475.511
5954217e13179b6043acc782e102668a2612a8e4,477.811
503bbd27536b36d78fcc9d01270dc1561b6b3c5e,427.065
1988c28e027eaf2dadcb8d877e3b4aeae6f59a71,461.092
ecc5e4f34e3b99b1b80f9e38a37b98a6e5d6a547,-18.478
1b9c7df10bd386010ef382f8b2e1d7bf6b926a8a,1.055
1cc3c1c17bb9140df54ea70bc5af1fd7c6d8ab36,490.21
a7275f430267de859f35ff4b68e4a276e5be7279,451.268
5d8539ebe86a27c576d5f46bcba6ba71031a0143,-4.042
b6a3a8134c6800d7c966237626e820f8e4a0ceb8,445.008
870a45c11058f7dfab6d067039447ce546c208b4,16.181
f9c8ad4b150124d24c41211c5292ccc2c16e68e7,495.61
812dad3abf68e537e7a5f58627c83daea4375233,447.403
03d57928e7232e9c4ec2bbcd08b78d6848d77ff2,1.396
8b9fea02641babf2396079c6edfed9abb45117bf,448.18
b1cfb0fc5ea5e6e324f01264006ddf38c478a9e4,34.624
d8788a6c3e384b392b77f519451fed79c34453a2,607.288
1e6d53083bfb60a532c211edc06a3b3122eaa340,429.055
67c6e2c1d6737147e2585acdaad8d38d14c09c4f,-6.587
1db27ec90efad017f1e8e8998389d75f98149663,440.059
ee22b8c134e9178600d57236685e0822b2034601,631.963
b03c5ebab160571176fd665bad3b559d23d28f4d,593.791
018c21da2ea1df6cc5d00ce480c48672c234ddb5,534.532
5a71e57629eb2d9b1281fa0acf78fc410f82233a,395.213
63add5acaf261ef36ff419c5cf3301d8b1a91b06,424.6
5b7f5fb34de0f846635830319871e2bdd06857b1,459.788
e074b29573906c0b39248900a4d73df3a44cb72f,450.06
b531258b394067bfd55762aecedc84154e145dbd,-12.127
5a8b5ad4914609f0da01a68168f2dcaeb52a1d62,503.581
6581d33040854c49896098641bd48cca28d0bfb1,457.059
aa828fd73ad4d26bb04e4ec3ec3a705c67f546f3,554.695
07333b87f6d8b5cf5c7022761b649115d184b038,5.054
9f92a391a271d11a1530427da3a2cfec21c57679,-5.251
e5129f4e0fead85906b2b0ef48b253420c85060e,415.611
e6a92b275fb840ad324abb74e09a4d3517e7785a,37.424
64a758225c8fee36cfc6a33f8ce52435bee3f22b,577.009
7866c1a752ede108330f59479ba22bbe27e24959,464.138
e2d2423c2aa3c3191363bccba383a85740b6003a,496.66
e26a4055e714830a051bbd4118cb4e10cfe613f9,439.588
a2a35215a2bacc65b551efa3a17f34c5566ba27b,423.754
9e53b4840e7a00693adbb1eb46654e76c8309a61,479.518
ed93af2a0aa97c2b5e891d2ffec52090d447b8d4,-15.223
4665254e0bacb0ecb8a006903b69fa80b51490d5,463.754
64a6357ce0328ec2be2d70104169f3b044bc3e98,7.262
166fb0fa70c428f172f3fcb85eddff4b3ca33545,533.308
b7e544c21d1ff99ef7b6d78a86b325c0645c9160,-9.774
766c88ba88b04bd663ed05616d542db453b12cd5,-11.254
16ba4511e82380eebd8917142d36a7f2ca28afd9,386.422
d03bea3b98a10800cf21885099655d78156b34c9,1.034
cf8eb8667a6230dc65850cccf3a1abf21ba8391a,2.441
b9ceb5058547f7ba48f2fc6323c2dad311e83349,8.714
1605b2665d898bf88f2d12046ffc219fc98011dd,2.8
3e934aed492c97df7bdd037b918beb8dcd3e0cb3,411.237
2b40888cb9a0fa0aca9642febd79836b4a71723b,-9.254
3783d0f562e9914300b98214cbf59c47df628116,429.395
6259df3d2eb137841e632a56f2f7cca3e3ff4172,461.737
89b4c8805837e713f9a730c673c222d2fe78bd69,396.749
95c02dd69769edcba23a333a45ad4d70e6c0cfbd,568.92
4a242ade5a0d370fdb4f53bfc60b00d5f5f1df5e,395.141
c90b14063cc4b109019cacd40eba1359439a23a8,437.793
ae4b34c351e6200ec8d84d3b0681e0789dfa1acd,-21.731
49412082f17170a1b1a7a0f4811fc3f84cab68d7,429.197
9f8d3b5c8003823b00814d8650478f4a4123310e,517.4
8e56d9484341a1aa78b2e5aa5fcd3983f3f2bcdd,30.122
973f904d79c6d3556de58dd6a26972c4d1f519ac,441.224
f16b98a557d8b1b061c74d2f7fdc51e9a42adc00,521.838
236ccca2305d258085cfccd31359d025e8c2ef03,473.274
6e6e61a418676943dab9187c8c0a7c7608796ef3,-25.512
00a65504314fd5a7c062943e9b5f2a282c43c96b,17.735
35c68cb7b68131dd4395dbaaceafc098adb26efe,502.693
72c35c5e9265e22fc9cfacdd50a47adc2fdaa20c,461.892
39f3b003b013995457d88d0f976e589375ea381c,594.683
be2efc5d7aac68e406e259efd6a1383b0535d030,528.062
05654f1872402567f29cb0dbd2b6a67ca962ba20,420.701
01ef84ddbd815b848e2791e31d1e1fb530af0800,487.72
c617565d917710c71fc918bbd53a980d54c98b01,-7.292
0347f75702f7a58defa7830fd2160be814ee63d7,460.6
e9f4a7e0f743c19594d064f493acc7da5705cb97,538.239
cbc361742d9f5471b72c408c86a163a3a0babdde,439.226
51a5c6236ca8dc5f31f3a163b32f27117200f21d,-0.629
1d2002450bef0d038cfff583a8a45c1152adff4f,520.967
4028ff6efc6f00b3024a6e07394d97b5d05f52d4,404.153
b935e46f14ef9cabe4855d768f80a882afc5bbf3,522.487
dd89be9611dd1e70f883c325c3de4bfd4beddd54,621.884
7a6f4434324d90047db1434d2218b125200749d1,543.418
1fb16f5693c7c8d701c7d6a8b2d2bd497fb576ba,526.593
5943b6debfe5b94ae0e6819377ce039b35aa8f5b,660.268
b87878311a2b2974047b44213c352effc62b8ba2,1.817
53758d4e489f33ad1709258781c0db4fab9b5803,481.108
f9cd9be6a34c973e4e837fcfc8da5343b0e6d475,17.629
4d1782421e1635415765058a400cbf70e2efc504,510.835
8d827fe667c86686d1ad9f7ab6c62b30d3d916e1,497.044
79a6eeecf9786ed8a4c097c4eeb0ea5947796552,3.779
09985e3d85e82b3a084a6854d96f6eaaab8d8273,456.944
16d75e63608ef1837ee0170830e58cb7d368a3a0,14.48
52e6e0e10f90361c2ff44016e514330a60be586e,439.071
4b9588a9197d26bb43f6bd71dd1a34b598a2c94d,497.989
4496d0d42a729a789643e669e0f73b068777f1d7,467.736
0e62088a0bd61cefe0756a63c5af7132651e9eea,425.466
cd24a0c4131412a63327491a7f9a33d4d9c4bbb1,444.244
d6d378efae0f7fc2dcbf94d111a57f9a1706c52f,413.17
c16dc22c158d28ef77c69463309bd08d7c5b6736,466.176
62f07fb05c1335d56823a296968f0052ef393852,536.885
c921879f4f48c0cc5ba092b03e62973976c85a17,458.94
47dcb66bc3da745b5b5998bcf2a5a8e2b228d3d3,3.399
f9503cf91610c5dee9a59c9e20c3b147db7b8f31,578.155
fee103a972b59d0ccba0feb8675a40a245112360,406.074
49aafbfd3dc45435f5e1755a2e0723967d683a6c,602.786
cb4d8a04111bde60ff9e4f196f92717262918824,-12.565
7c3a4910d03e83a50d81e96e6707d17f85205a9d,6.904
a12474a6e8f7fa3b7f6a57749d57abf3b0334c01,558.049
65b711ff6055c05fb83d01e46da49803d9dab58f,503.731
a6edeceb9d45fdd9f131984206250b116b0b94db,578.228
6cef00b0aa918bae22743dc4934c2d853e005135,8.85
a3f03a18f80a199f5f7c28e963c139b55d1fdfc9,465.176
0f73a216f0e2a2af8814d6faa530648df17cfe37,508.671
eca7b9fb647b11d556338ead147b829adeaee4b5,388.932
44881e8cfb00fdf360956e521c2250fba8d09d44,5.318
e5c708d08a060f7451495235140f8ed5fc6c65e2,10.998
9d86872c99e4afc37f1c6b01357a3128f947cd87,514.532
34e428fff9d5931c622b15ee18951f781dbc571b,421.288
6b10ac235069fa3fa257149b095e113710721781,428.388
6dd3df00297de5fc127deb03d1cb76ab9385d496,439.588
f578deabf3afe98992b136729474b1ed461bd6a3,596.323
e59a4f0a6af71a8e014026aa7c8dd9a473171aa7,648.712
7271ee9d0c25df94c37e8b50b63d8cc893127247,-1.415
e1526ef25f838eeb588fa4f3df0cc514376901e0,488.622
f2b7d6d8635b65fb4730a3860998148f83cbf92a,440.18
05fb2b3c3cb1085375bf04a0c773f1de17a9a939,510.689
9943ea95b914e7b37549437fb292ce9608f10d41,514.267
7d93473c5e877b59586deaaf559da053dbc9a7bc,486.821
e65ba317385a51e76379f53a718b43678d468a17,493.599
cb8a7c0c876d287354b99b4480e0c5fe360583b7,434.812
259303751b8f314105e5889e30e02c3c1a887c5a,520.187
aa701809f8f15da8064b7426a090ac6911849179,-2.023
62121076b2a2fc75f121ebb3d01af8a0f7b791be,429.557
c80f7b579f91b8d02382fe242062f2d75f271bb0,453.324
901027c8d499d895e0022de833e1a05800e0dff9,481.642
e63c018e3539baa1a5480a84bc7d83d5dd428c18,403.947
e528dded38c29bfa162f96d188ac46608a61695d,-21.411
07c8954960c4774f911f34fc6ed6ecc80c418b3a,663.039
9e2062dc6d250c372a5bb85c607d0db2d0af88c6,-4.977
addaffc4a499dbafbd55194706f75a50c1359f20,460.2
516d042816262622b22ebecf129efc7b4869b0b1,-4.794
d8d0b37b552dbfb590ffe86600f0b8ea379039ba,469.976
6aba74ebcbbdb7b9f2a4483adeb769de06403004,469.474
d3380c010e39f08a398b07639fe9f091f9d6ebad,490.771
3245e67245c8ca0c162e45db30153c4a3870b113,512.25
a6974a55b57dc4b4470715e8730c7a97bd6a91e7,13.025
37b44770511dcfd53cb5b84729e675c0052bec0e,477.961
ffc2ce905f7ad8cbc5dff0427059c5d6aceaaee9,421.993
a25f9c0b7ddaa3b3a4de122dac978fc6744f62dc,394.815
215e9bbaeb0836ca4aa28d9d05f9bdbb2ce7943a,499.076
b64011aecd45ea9d1b33de793e4cda3fce49bd3f,382.715
526bee426ddf585c34ca727fe5fa3e4d51311317,-23.222
27efa149460fd0952df3acd2b9b552baf5fc5dda,477.261
3f55d05a38abe559f4e9421ffe4af64cb0a31b3c,593.02
c5501d10debc09cd5ddbf04f39e1cb01334a14b1,433.046
3dfa7872aa3b128de6e8c5ff5d59b094bcf11834,472.214
0654c8263516d72be6891a0ecca904f41c4d10b1,525.623
69a4a6042373b49e3abeb16903d90be32f41ed26,465.045
616bbfe0981ef042ee18789c4f274cd4313e978f,-13.342
13e63a71fb77662ab84453e0c0b0719e52042682,3.036
35e66128c079d902484cba327f1d99d9a50f8e70,412.22
24507171dec4cee2f64c8819f2f0c33882138078,587.688
2b4d8064f7e475bc6707f0eb0a5935d7b16e6a2e,3.432
425b9425691ab3a12a19eb8553e6a66340827e6f,623.001
331cfb9e53861cd1304a66385b1f91bd844f9ae7,477.511
7d20da9fad6951e92128cb96ed65c0274725564c,385.315
35736d0db390f11f2655ecbdf2f4e0f95913c013,471.604
b4e3a0b877e12f70ec2fd814a664e3830107615c,454.295
4ce2bbeeebe7044e1085e40b09f13f2586e6ab2f,-0.483
2731e963b8636970cb7ab6505e6c434bd4577968,53.396
cf61d7396561b36044ea119b74c7ea1cc1083895,413.328
5a8c458e9e19e15a59f06d7a86abae6207652e1b,434.215
aebb3b8c5a61f8e69b773f0a8b3ee65531e24f1f,505.816
ab91fb38c1472e50f726f6564b128125105c423c,413.633
81460d227c47eafc9ef1542412d5975501b3bbbc,-34.302
fe6f686f595cce82b0e423d735d93376e1078970,470.537
ca929d2fce6afa19a2a44d7324f59b5571504a56,390.952
355146e8b44a5170d6be887d4a885381389a88c2,524.596
b307abb62bc1660ab857080595abca38e67569a5,455.362
00b5f0e8ee64e0b62488691eef2331727aa5a2ce,407.764
daca5f01d4227d57dc02b533dac9aadee17d874a,416.174
418d7059d5266d440e6e6d952d1091955e8e096a,664.256
df9964be2c367b2bf7b25d49f5bf047f5a51e4d8,571.275
dd447295c26e3052ce702deef90b85b2c95cc24c,-14.094
7cfc0106adedbc2997d97ba062c2d73a315735e9,578.224
0968f25447365f5338e2183ff45e60ac1cbc662b,470.291
352f7e965d3694a027f36157e9096a91636b8d77,19.119
d8acc0be832ecf8ef434e08cdc77b83811c0a290,3.962
40a8e7f491eef8f056f80ff22b4ec822ab44b257,484.751
6e62c79c0eacb68d25bfe268e57a5c1a0f5f6402,465.17
de1775c30a3c0cb59489f59f4b79c11c5eff9e09,441.654
3b4b91a764a8cdb63b28c49be5596cce6c591ba8,432.414
45cc3fd14795aee372d6b11d3394e877c93c5b12,6.191
3f7db50e487aac041dc7a93dadc63c2b64f35f35,451.848
f6ac8e11a2f46730b6239c8fdac72c089b098a0c,413.201
ccfcddbccae2f62337b49b9e6657ad5b6e9a599b,-8.374
564ef83dedb5fc55f4d18dadc833a59be5b66b93,414.377
96edeba17eae6d08ffa866c3b1f80cf66ae98063,11.421
6106c098236d2c2ee810d14be2e63e768e4c88a0,9.608
6eb99d9fcf3725c82dd85000687fea5c87ba5603,536.26
40b19d0d687b11c151e2e52a1c45cdc228367248,431.773
306994c5a4709fc9524805e27a94b0af37b710d6,433.734
05f29cbe52e4638f8522b4cf7156451be52f820f,526.106
fd07d9a0ce6516e599c6aa77812d11b2e9a74d88,513.628
70a2ee9298bd2f3c3285b6cc90acdec0a552af62,496.214
bc0b0b44722657fbad3a483b828ba04879250aa9,-18.204
9218614600ba09670b1139f9d32ce74ed37039cc,420.739
8a2887db89c942c5db855014d17f83d72a42d1da,418.06
50fefecf2b22217f20e38de53a9d373f2e6fb479,483.34
806c930bc010bd0594fb1988bad5371989cbf48c,401.305
cad6cd0d6f3da18f67700ed1cc192a204e47a9b3,453.71
9341d194ee48dc4c7824ebfb75f75b3d46ec23ae,497.418
68714d974b0744f451c5ebc8fd4d8098f6eec52f,461.58
014ea6d95ae315c024af366feda8ad406bf24711,509.119
2ace1dee1b009246306a32a49ef67dc885559d05,515.59
47e8256128b8451f996f90e19fef736fc88f674d,636.032
5bd64029979188029b354f74a3615c3e3ae51773,522.109
614a6af307a7a6f7c34e7f84970a86b22158c831,442.156
00a378bf545a1e42fd1361502a8f03e9044e37b5,7.425
52e63792b8830a6145aa22af560859087b89ec3b,439.991
89a327243b1ccbf4bd9c83966951c9c3b334539a,456.999
15285211f7a3277dd7b19e1a649d953a40160ee9,-9.75
